site_id,sheet,collected,max_to_collect,source,exact_or_lowerbound,gap,health,observed_pdf_rate,projected_pdf_count,projected_storage_gb,corrected_max,correction_source,n_corroborating,confidence,corrected_storage_gb
ufm-dk-publikationer,덴마크완료,44,38,count_crawl,exact,-6,,0.9773,37,0.09,38,capacity_final.csv,6,unchanged,0.09
ukdataservice-ac-uk-2026,영국완료,549,560,api_wordpress_posts,exact,11,,0.0,0,0.0,560,capacity_final.csv,3,unchanged,0.0
ulsan-go-kr-u,한국완료,58,58,count_crawl,exact,0,,1.0,58,2.09,58,capacity_final.csv,6,unchanged,2.09
um-dk-om-os,덴마크완료,24,24,count_crawl,exact,0,,1.0,24,0.03,24,capacity_final.csv,11,unchanged,0.03
ungeneva-org-en,Switzerland Research Centers,93,91,count_crawl,exact,-2,,0.0,0,0.0,91,capacity_final.csv,8,unchanged,0.0
unidata-gv-at-pages,오스트리아완료,404,,,unmeasured,,fetch_fail,0.0,,,73,count_only_totals.csv,4,corroborated,0.22
unikorea-go-kr-web,한국완료,47,41,count_crawl,exact,-6,,0.0,0,0.0,41,capacity_final.csv,6,unchanged,0.0
usgs-gov-news,American Research Institutes,1549,286,count_timeout,lower_bound,-1263,,0.0355,10,0.07,1548,count_only_c_full.csv,1,single_source,0.38
ustat-mur-gov-it,Italy Ministries,92,94,count_crawl,exact,2,,1.0,94,0.07,94,capacity_final.csv,8,unchanged,0.07
uvek-admin-ch-en,Switzerland Departments,501,,,unmeasured,,fetch_fail,0.0918,,,85,big_totals.csv,1,single_source,0.25
va-gov-vetdata,USA Executive Departments,114,114,count_crawl,exact,0,,0.9737,111,3.5,114,capacity_final.csv,6,unchanged,3.5
vbs-admin-ch-en,Switzerland Departments,111,,,unmeasured,,fetch_fail,0.1351,,,52,big_totals.csv,8,corroborated,0.15
vlaanderen-be-nieuwsberichten,벨기에완료,26,20,count_crawl,exact,-6,,0.0,0,0.0,20,capacity_final.csv,4,unchanged,0.0
vtg-admin-ch-en,Switzerland Departments,18,18,count_crawl,exact,0,,1.0,10,0.03,18,capacity_final.csv,11,unchanged,0.03
wallonie-be-fr,벨기에완료,121,124,count_crawl,exact,3,,0.3471,43,0.61,124,capacity_final.csv,3,unchanged,0.61
waltoninstitute-ie-research,Irish Research Centers,566,788,custom_api,exact,222,,0.0,0,0.0,788,capacity_final.csv,3,unchanged,0.0
wbf-admin-ch-en,Switzerland Departments,500,,,unmeasured,,fetch_fail,0.0,,,53,big_totals.csv,1,single_source,0.16
wef-infor-cl-indexphp,Chile Ministries,448,453,count_crawl,exact,5,,0.9978,452,1.45,453,capacity_final.csv,6,unchanged,1.45
werk-belgie-be-nl,벨기에완료,316,301,count_timeout,lower_bound,-15,,0.1867,56,0.1,620,count_only_c_full.csv,1,single_source,0.21
who-int-publications,Switzerland Research Centers,511,,,unmeasured,,zero_parsed,0.998,,,3781,count_only_c_full.csv,1,single_source,11.22
wodc-nl-documenten,Dutch Research Centers,2,3527,custom_api,exact,3525,,1.0,2035,2.29,3527,capacity_final.csv,3,unchanged,2.29
women-govt-nz-library,뉴질랜드완료,14,14,count_crawl,exact,0,,1.0,8,0.01,14,capacity_final.csv,11,unchanged,0.01
wti-org-research,Switzerland Research Centers,303,386,api_html_count_regex,exact,83,,0.0,0,0.0,386,capacity_final.csv,2,unchanged,0.0
www2-mrc-lmb-cam-ac-uk-research,영국완료,47,16,count_crawl,exact,-31,,0.0,0,0.0,16,capacity_final.csv,11,unchanged,0.0
www6-slac-stanford-edu-news-and-events,American Research Institutes,267,121,count_timeout,lower_bound,-146,,0.0,0,0.0,190,html_only_ALL.csv,4,corroborated,0.0
xxgk-mot-gov-cn-2020,중국 완료,456,,,unmeasured,,zero_parsed,0.7741,,,460,count_only_c_full.csv,5,corroborated,1.36
yme-gr-2013-01-31-06-37-23,Greece Ministries,3380,2,api_html_count_regex,exact,-3378,,0.0136,0,0.0,252,full_survey_totals.csv,1,single_source,0.0
ypen-gov-gr-category,Greece Ministries,454,,,unmeasured,,fetch_fail,0.0044,,,858,count_only_c_full.csv,1,single_source,2.55
ypergasias-gov-gr-category,Greece Ministries,531,,,unmeasured,,fetch_fail,0.0226,,,0,count_only_c_full.csv,0,single_source,0.0
ypes-gr-category,Greece Ministries,987,577,count_timeout,lower_bound,-410,,0.002,1,0.0,4445,count_only_c_full.csv,1,single_source,0.0
